股票名称,股票代码,供应商名称,采购占比,采购金额,公告时间,数据来源,供应商重复次数
深振业A,6,筑博设计股份有限公司,无,,2023-06-21 00:00:00,招投标公告,1
深振业A,6,国众联资产评估土地房地产估价有限公司,无,,2023-06-19 00:00:00,招投标公告,1
深振业A,6,深圳长基资产评估房地产土地估价有限公司,无,,2023-06-19 00:00:00,招投标公告,1
深振业A,6,深圳市文集土地房地产评估工程咨询有限公司,无,,2023-06-19 00:00:00,招投标公告,1
深振业A,6,深圳市新达基建设集团有限公司,无,,2022-12-05 00:00:00,招投标公告,2
深振业A,6,深圳市特区建工科工集团建设有限公司,无,,2022-12-05 00:00:00,招投标公告,2
深振业A,6,中众建设（深圳）集团股份有限公司,无,,2022-12-05 00:00:00,招投标公告,2
深振业A,6,深圳市易诺建设工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市信宇建筑工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深投建设（深圳）有限公司,无,,2022-11-14 00:00:00,招投标公告,2
深振业A,6,深圳市诚宇建设集团有限公司,无,,2022-11-14 00:00:00,招投标公告,2
深振业A,6,深圳市泓创智造建设科技集团有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市明通建设工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市特建建设工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市佳泰业建设有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市粤通建设工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市宝鹰建设集团股份有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳中铁二局工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市西部城建工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市建工集团股份有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市蛇口招商港湾工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市工勘建设集团有限公司,无,,2022-11-14 00:00:00,招投标公告,2
深振业A,6,深圳市力艺市政工程有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市蛇口建筑安装工程有限公司,无,,2022-11-14 00:00:00,招投标公告,2
深振业A,6,长桥建设集团（深圳）有限公司,无,,2022-11-14 00:00:00,招投标公告,1
深振业A,6,深圳市君鹏建筑工程有限公司,无,,2022-11-14 00:00:00,招投标公告,2
深振业A,6,深圳市正恒源电力工程有限公司,无,50.23,2022-11-10 00:00:00,招投标公告,1
深振业A,6,上海锦天城,无,10.00,2022-11-09 00:00:00,招投标公告,1
深振业A,6,深圳市大众工程管理有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市东部工程咨询有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市京圳工程咨询有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市长城工程项目管理有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市罗湖工程项目管理有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市大兴工程管理有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市邦迪工程顾问有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市合创建设工程顾问有限公司,无,,2022-11-01 00:00:00,招投标公告,1
深振业A,6,深圳市天华建筑设计有限公司,无,,2022-10-26 00:00:00,招投标公告,2
深振业A,6,深圳华森建筑与工程设计顾问有限公司,无,790.48,2022-10-14 00:00:00,招投标公告,1
深振业A,6,深圳园林股份有限公司,无,11716.18,2022-10-08 00:00:00,招投标公告,1
深振业A,6,深圳市广汇源水利建筑工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市绿雅生态发展有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市国艺园林建设有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市华懋建设工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳华熙环境建设有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳邦城建设有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,铁汉山艺环境建设有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市宏浩园林建设有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市向阳园林工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市湛艺建设集团有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,中铁十局集团有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市金世纪工程实业有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,恒明星科技（深圳）集团有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳广信建设（集团）有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市中滢园林环境建设工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市中装市政园林工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市罗湖建筑安装工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市林外林园林工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,广东文科绿色科技股份有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市中鹏建设集团有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳榕亨实业集团有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市隆金达实业有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市华南建筑工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,上海建工四建集团有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳中绿环境集团有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市森斯环境艺术工程有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市绿奥环境建设有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市升源园林生态有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市永丰生态环境有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳市粤区建工有限公司,无,,2022-09-27 00:00:00,招投标公告,1
深振业A,6,深圳三图建设集团有限公司,无,105.06,2022-09-19 00:00:00,招投标公告,1
深振业A,6,深圳市大升勘测技术有限公司,无,,2022-08-10 00:00:00,招投标公告,1
深振业A,6,深圳市建匠工程有限公司,无,16021.47,2022-07-01 00:00:00,招投标公告,1
深振业A,6,深圳市国地建筑工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市晟楷桦建筑工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市新朗建设工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市深港建筑集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市东深工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市新泰建筑工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市冠泰装饰集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市绿城建筑有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市福田建安建设集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市鹏润达控股集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市建侨建工集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市聚豪装饰工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市嘉闰州生态建工有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市中骏城建设有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳创茂建设工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深润鹏城（深圳）建设有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市建筑装饰（集团）有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市路野建设集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市粤港建筑工程有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市东远泰建设集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳唐彩装饰科技发展有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市德勤建工集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳新美装饰建设集团有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市中邦（集团）建设总承包有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,深圳市中深集信建设有限公司,无,,2022-06-30 00:00:00,招投标公告,1
深振业A,6,广州市古扬广告有限公司,无,30.00,2022-05-16 00:00:00,招投标公告,1
深振业A,6,广州市力量广告制作有限公司,无,38.51,2022-05-16 00:00:00,招投标公告,1
深振业A,6,广州市规划和自然资源局,33.51%,292951.90,2022-04-16 00:00:00,年报,1
深振业A,6,中国五冶集团有限公司,2.84%,24808.79,2022-04-16 00:00:00,年报,1
深振业A,6,陕西建工集团股份有限公司,2.73%,23875.60,2022-04-16 00:00:00,年报,1
深振业A,6,南京市财政局,51.24%,448000.00,2022-04-16 00:00:00,年报,1
深振业A,6,中建四局交通投资建设有限公司,0.92%,8070.15,2022-04-16 00:00:00,年报,1
深振业A,6,深圳市建工集团股份有限公司,无,33913.46,2021-10-13 00:00:00,招投标公告,1
深振业A,6,中建四局交通投资建设有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市明正建设有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市科工建设有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市景鹏建设工程有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市精微建设工程有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,中建四局土木工程有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,中建科工集团有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市中润达建筑工程有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市工勘建设集团有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,中深建业建设集团有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市焕升建筑集团有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市华杰建设集团有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳市东远泰建设集团有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳中铁二局工程有限公司,无,,2021-10-13 00:00:00,招投标公告,1
深振业A,6,深圳建呈达工程造价咨询有限公司,无,,2021-08-30 00:00:00,招投标公告,1
深振业A,6,深圳市中深建装饰设计工程有限公司,无,493.09,2021-07-29 00:00:00,招投标公告,1
深振业A,6,深圳市德恒佳装饰工程有限公司,无,,2021-07-12 00:00:00,招投标公告,1
深振业A,6,深圳市华剑建设集团股份有限公司,无,,2021-07-12 00:00:00,招投标公告,1
深振业A,6,深圳市成豪建设集团有限公司,无,,2021-07-12 00:00:00,招投标公告,1
深振业A,6,深圳市中科建设集团有限公司,无,,2021-07-12 00:00:00,招投标公告,1
深振业A,6,深圳市国盛建设工程有限公司,无,,2021-07-12 00:00:00,招投标公告,1
深振业A,6,深圳市设计装饰工程有限公司,无,,2021-07-12 00:00:00,招投标公告,1
深振业A,6,广东五华二建工程有限公司,无,,2021-07-12 00:00:00,招投标公告,1
深振业A,6,深圳市中饰南方建设工程有限公司,无,59.46,2021-04-23 00:00:00,招投标公告,1
深振业A,6,中建远南集团有限公司,9.07%,13750.00,2021-03-31 00:00:00,年报,1
深振业A,6,中国建筑第八工程局有限公司,6.47%,9800.00,2021-03-31 00:00:00,年报,1
深振业A,6,深圳市第一建筑工程有限公司,4.43%,6707.04,2021-03-31 00:00:00,年报,1
深振业A,6,创元建工集团有限公司,3.84%,5824.38,2021-03-31 00:00:00,年报,1
深振业A,6,中国建筑第二工程局有限公司,3.84%,5814.43,2021-03-31 00:00:00,年报,1
深振业A,6,中国有色金属工业昆明勘察设计研究院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,核工业赣州工程勘察设计集团有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,中铁西南科学研究院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,深圳市工勘岩土集团有限公司,无,220.32,2021-03-11 00:00:00,招投标公告,1
深振业A,6,江西省勘察设计研究院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,建设综合勘察研究设计院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,河南省中工设计研究院集团股份有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,中国建筑东北设计研究院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,广东有色工程勘察设计院,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,深圳市勘察测绘院（集团）有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,深圳市水务规划设计院股份有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,深圳市长勘勘察设计有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,上海勘察设计研究院（集团）股份有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,中基发展建设工程有限责任公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,广东明源勘测设计有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,江苏省地质工程勘察院,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,云基智慧工程股份有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,辽宁有色勘察研究院有限责任公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,武汉地质工程勘察院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,深圳市勘察研究院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,深圳市岩土综合勘察设计有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,中国建筑西南勘察设计研究院有限公司,无,,2021-03-11 00:00:00,招投标公告,1
深振业A,6,深圳市中联建工程项目管理有限公司,无,832.16,2020-12-10 00:00:00,招投标公告,1
深振业A,6,深圳市蛇口招商港湾工程有限公司,无,6463.84,2020-12-10 00:00:00,招投标公告,1
深振业A,6,中国建筑第六工程局有限公司,无,17118.23,2020-09-28 00:00:00,招投标公告,1
深振业A,6,万商天勤（深圳）律师事务所,无,10.00,2020-07-29 00:00:00,招投标公告,1
深振业A,6,东莞市公共资源交易中心,27.66%,90123.00,2020-04-09 00:00:00,年报,1
深振业A,6,天津市滨海新区土地发展中心（天津市滨海新区自然资源生态修复整治中心）,24.58%,80100.00,2020-04-09 00:00:00,年报,1
深振业A,6,西安市公共资源交易中心（西安市市级单位政府采购中心）,8.89%,28971.00,2020-04-09 00:00:00,年报,1
深振业A,6,中建远南集团有限公司,3.39%,11054.10,2020-04-09 00:00:00,年报,1
深振业A,6,中国建筑第八工程局有限公司,3.16%,10304.00,2020-04-09 00:00:00,年报,1
深振业A,6,深圳市鹏城建筑集团有限公司,无,2688.90,2019-11-22 00:00:00,招投标公告,1
深振业A,6,深圳市长城电梯工程有限公司,无,18.37,2019-09-28 00:00:00,招投标公告,1
深振业A,6,深圳市仕华影音科技有限公司,无,,2019-09-08 00:00:00,招投标公告,1
深振业A,6,深圳市幻真科技有限公司,无,,2019-09-08 00:00:00,招投标公告,1
深振业A,6,教育科技有限公司,无,,2019-06-21 00:00:00,招投标公告,1
